Model,Organism,Subsystem,Frac_RXNS,Frac_TICs
iEcSMS35_1347,Escherichia coli SMS-3-5,"Purine and Pyrimidine Biosynthesis",0.0258620689655172,0.0214285714285714
iEcSMS35_1347,Escherichia coli SMS-3-5,"Pyruvate Metabolism",0.0258620689655172,0.0214285714285714
iEcSMS35_1347,Escherichia coli SMS-3-5,"Transport",0.0344827586206897,0.107142857142857
iEcSMS35_1347,Escherichia coli SMS-3-5,"Transport Outer Membrane Porin",0.387931034482759,0.314285714285714
iEcSMS35_1347,Escherichia coli SMS-3-5,"Transport, ABC system",0.0258620689655172,0.0357142857142857
iEcSMS35_1347,Escherichia coli SMS-3-5,"Transport, Outer Membrane",0.00862068965517241,0.00714285714285714
iEcolC_1368,Escherichia coli ATCC 8739,"Alanine, Aspartate, and Glutamate Metabolism",0.0176991150442478,0.0307692307692308
iEcolC_1368,Escherichia coli ATCC 8739,"Alternate Carbon Metabolism",0.106194690265487,0.0615384615384615
iEcolC_1368,Escherichia coli ATCC 8739,"Amino acid metabolism: Phenylalanine, Tyrosine, Tryptophan biosynthesis",0.00884955752212389,0.00769230769230769
iEcolC_1368,Escherichia coli ATCC 8739,"Amino acid metabolism: Valine, Leucine and Isoleucine biosynthesis",0.0176991150442478,0.0307692307692308
iEcolC_1368,Escherichia coli ATCC 8739,"Citrate cycle (TCA cycle)",0.00884955752212389,0.00769230769230769
iEcolC_1368,Escherichia coli ATCC 8739,"Cofactor and Prosthetic Group Biosynthesis",0.0176991150442478,0.00769230769230769
iEcolC_1368,Escherichia coli ATCC 8739,"Exchange",0.0176991150442478,0.0230769230769231
iEcolC_1368,Escherichia coli ATCC 8739,"Folate Biosynthesis",0.0176991150442478,0.00769230769230769
iEcolC_1368,Escherichia coli ATCC 8739,"Glycolysis and Gluconeogenesis",0.0530973451327434,0.0230769230769231
iEcolC_1368,Escherichia coli ATCC 8739,"Histidine Biosynthesis",0.00884955752212389,0.0230769230769231
iEcolC_1368,Escherichia coli ATCC 8739,"Inorganic Ion Transport and Metabolism",0.0265486725663717,0.138461538461538
iEcolC_1368,Escherichia coli ATCC 8739,"Membrane Lipid Metabolism",0.194690265486726,0.0846153846153846
iEcolC_1368,Escherichia coli ATCC 8739,"Nucleotide Salvage Pathway",0.0353982300884956,0.0615384615384615
iEcolC_1368,Escherichia coli ATCC 8739,"Oxidative Phosphorylation",0.00884955752212389,0.0384615384615385
iEcolC_1368,Escherichia coli ATCC 8739,"Purine and Pyrimidine Biosynthesis",0.0265486725663717,0.0230769230769231
iEcolC_1368,Escherichia coli ATCC 8739,"Pyruvate Metabolism",0.0265486725663717,0.0230769230769231
iEcolC_1368,Escherichia coli ATCC 8739,"Transport",0.0353982300884956,0.0923076923076923
iEcolC_1368,Escherichia coli ATCC 8739,"Transport Outer Membrane Porin",0.336283185840708,0.292307692307692
iEcolC_1368,Escherichia coli ATCC 8739,"Transport, ABC system",0.0265486725663717,0.0153846153846154
iEcolC_1368,Escherichia coli ATCC 8739,"Transport, Outer Membrane",0.00884955752212389,0.00769230769230769
iG2583_1286,Escherichia coli O55:H7 str. CB9615,"Alanine, Aspartate, and Glutamate Metabolism",0.0181818181818182,0.0291970802919708
iG2583_1286,Escherichia coli O55:H7 str. CB9615,"Alternate Carbon Metabolism",0.0909090909090909,0.0437956204379562
iG2583_1286,Escherichia coli O55:H7 str. CB9615,"Amino acid metabolism: Valine, Leucine and Isoleucine biosynthesis",0.0181818181818182,0.0291970802919708
iG2583_1286,Escherichia coli O55:H7 str. CB9615,"Citrate cycle (TCA cycle)",0.00909090909090909,0.0072992700729927
iG2583_1286,Escherichia coli O55:H7 str. CB9615,"Cofactor and Prosthetic Group Biosynthesis",0.0181818181818182,0.0072992700729927
iG2583_1286,Escherichia coli O55:H7 str. CB9615,"Exchange",0.00909090909090909,0.0145985401459854
iG2583_1286,Escherichia coli O55:H7 str. CB9615,"Folate Biosynthesis",0.0181818181818182,0.0072992700729927
iG2583_1286,Escherichia coli O55:H7 str. CB9615,"Glycolysis and Gluconeogenesis",0.0545454545454545,0.0218978102189781
iG2583_1286,Escherichia coli O55:H7 str. CB9615,"Histidine Biosynthesis",0.00909090909090909,0.0218978102189781
iG2583_1286,Escherichia coli O55:H7 str. CB9615,"Inorganic Ion Transport and Metabolism",0.0272727272727273,0.145985401459854
iG2583_1286,Escherichia coli O55:H7 str. CB9615,"Membrane Lipid Metabolism",0.2,0.0802919708029197
iG2583_1286,Escherichia coli O55:H7 str. CB9615,"Nucleotide Salvage Pathway",0.0363636363636364,0.0583941605839416
iG2583_1286,Escherichia coli O55:H7 str. CB9615,"Oxidative Phosphorylation",0.00909090909090909,0.0364963503649635
iG2583_1286,Escherichia coli O55:H7 str. CB9615,"Purine and Pyrimidine Biosynthesis",0.0272727272727273,0.0218978102189781
iG2583_1286,Escherichia coli O55:H7 str. CB9615,"Pyruvate Metabolism",0.0272727272727273,0.0218978102189781
iG2583_1286,Escherichia coli O55:H7 str. CB9615,"Transport",0.0363636363636364,0.109489051094891
iG2583_1286,Escherichia coli O55:H7 str. CB9615,"Transport Outer Membrane Porin",0.354545454545455,0.299270072992701
iG2583_1286,Escherichia coli O55:H7 str. CB9615,"Transport, ABC system",0.0272727272727273,0.0364963503649635
iG2583_1286,Escherichia coli O55:H7 str. CB9615,"Transport, Outer Membrane",0.00909090909090909,0.0072992700729927
iHN637,Clostridium ljungdahlii DSM 13528,"Nucelotide Metabolism",0.125,0.181818181818182
iHN637,Clostridium ljungdahlii DSM 13528,"Purine and Pyrimidine Biosynthesis",0.125,0.181818181818182
iHN637,Clostridium ljungdahlii DSM 13528,"Pyruvate Metabolism",0.125,0.0909090909090909
iHN637,Clostridium ljungdahlii DSM 13528,"TCA Cycle",0.5,0.272727272727273
iHN637,Clostridium ljungdahlii DSM 13528,"Wood Ljungadhl Pathway",0.125,0.0909090909090909
iIS312,Trypanosoma cruzi Dm28c,"Alanine, Aspartate, and Glutamate Metabolism",0.0465116279069767,0.0882352941176471
iIS312,Trypanosoma cruzi Dm28c,"Calvin cycle/Pentose phosphate pathway",0.0232558139534884,0.0147058823529412
iIS312,Trypanosoma cruzi Dm28c,"Citrate cycle (TCA cycle)",0.0232558139534884,0.0882352941176471
iIS312,Trypanosoma cruzi Dm28c,"Glutamate and glutamin metabolism",0.0465116279069767,0.0882352941176471
iIS312,Trypanosoma cruzi Dm28c,"Glycolysis and Gluconeogenesis",0.13953488372093,0.0588235294117647
iIS312,Trypanosoma cruzi Dm28c,"Purine and Pyrimidine Biosynthesis",0.116279069767442,0.0441176470588235
iIS312,Trypanosoma cruzi Dm28c,"S_*Citrate Cycle (TCA)",0.0232558139534884,0.0882352941176471
iIS312,Trypanosoma cruzi Dm28c,"S_*Transport, Extracellular",0.162790697674419,0.147058823529412
iIS312,Trypanosoma cruzi Dm28c,"S_*Transport, Mitochondrial",0.0232558139534884,0.0882352941176471
iIS312,Trypanosoma cruzi Dm28c,"S_*Transport, Nuclear",0.0930232558139535,0.0294117647058824
iIS312,Trypanosoma cruzi Dm28c,"Transport, Extracellular",0.162790697674419,0.147058823529412
iIS312,Trypanosoma cruzi Dm28c,"Transport, Mitochondrial",0.13953488372093,0.117647058823529
iIS312_Amastigote,Trypanosoma cruzi Dm28c,"Calvin cycle/Pentose phosphate pathway",0.0303030303030303,0.0294117647058824
iIS312_Amastigote,Trypanosoma cruzi Dm28c,"Glycolysis and Gluconeogenesis",0.181818181818182,0.117647058823529
iIS312_Amastigote,Trypanosoma cruzi Dm28c,"Purine and Pyrimidine Biosynthesis",0.151515151515152,0.0882352941176471
iIS312_Amastigote,Trypanosoma cruzi Dm28c,"S_*Transport, Extracellular",0.212121212121212,0.294117647058824
iIS312_Amastigote,Trypanosoma cruzi Dm28c,"S_*Transport, Mitochondrial",0.0303030303030303,0.0588235294117647
iIS312_Amastigote,Trypanosoma cruzi Dm28c,"S_*Transport, Nuclear",0.121212121212121,0.0588235294117647
iIS312_Amastigote,Trypanosoma cruzi Dm28c,"Transport, Extracellular",0.212121212121212,0.294117647058824
iIS312_Amastigote,Trypanosoma cruzi Dm28c,"Transport, Mitochondrial",0.0606060606060606,0.0588235294117647
iIS312_Epimastigote,Trypanosoma cruzi Dm28c,"Alanine, Aspartate, and Glutamate Metabolism",0.0465116279069767,0.0882352941176471
iIS312_Epimastigote,Trypanosoma cruzi Dm28c,"Calvin cycle/Pentose phosphate pathway",0.0232558139534884,0.0147058823529412
iIS312_Epimastigote,Trypanosoma cruzi Dm28c,"Citrate cycle (TCA cycle)",0.0232558139534884,0.0882352941176471
iIS312_Epimastigote,Trypanosoma cruzi Dm28c,"Glutamate and glutamin metabolism",0.0465116279069767,0.0882352941176471
iIS312_Epimastigote,Trypanosoma cruzi Dm28c,"Glycolysis and Gluconeogenesis",0.13953488372093,0.0588235294117647
iIS312_Epimastigote,Trypanosoma cruzi Dm28c,"Purine and Pyrimidine Biosynthesis",0.116279069767442,0.0441176470588235
iIS312_Epimastigote,Trypanosoma cruzi Dm28c,"S_*Citrate Cycle (TCA)",0.0232558139534884,0.0882352941176471
iIS312_Epimastigote,Trypanosoma cruzi Dm28c,"S_*Transport, Extracellular",0.162790697674419,0.147058823529412
iIS312_Epimastigote,Trypanosoma cruzi Dm28c,"S_*Transport, Mitochondrial",0.0232558139534884,0.0882352941176471
iIS312_Epimastigote,Trypanosoma cruzi Dm28c,"S_*Transport, Nuclear",0.0930232558139535,0.0294117647058824
iIS312_Epimastigote,Trypanosoma cruzi Dm28c,"Transport, Extracellular",0.162790697674419,0.147058823529412
iIS312_Epimastigote,Trypanosoma cruzi Dm28c,"Transport, Mitochondrial",0.13953488372093,0.117647058823529
iIS312_Trypomastigote,Trypanosoma cruzi Dm28c,"Calvin cycle/Pentose phosphate pathway",0.0303030303030303,0.0294117647058824
iIS312_Trypomastigote,Trypanosoma cruzi Dm28c,"Glycolysis and Gluconeogenesis",0.181818181818182,0.117647058823529
iIS312_Trypomastigote,Trypanosoma cruzi Dm28c,"Purine and Pyrimidine Biosynthesis",0.151515151515152,0.0882352941176471
iIS312_Trypomastigote,Trypanosoma cruzi Dm28c,"S_*Transport, Extracellular",0.212121212121212,0.294117647058824
iIS312_Trypomastigote,Trypanosoma cruzi Dm28c,"S_*Transport, Mitochondrial",0.0303030303030303,0.0588235294117647
iIS312_Trypomastigote,Trypanosoma cruzi Dm28c,"S_*Transport, Nuclear",0.121212121212121,0.0588235294117647
iIS312_Trypomastigote,Trypanosoma cruzi Dm28c,"Transport, Extracellular",0.212121212121212,0.294117647058824
iIS312_Trypomastigote,Trypanosoma cruzi Dm28c,"Transport, Mitochondrial",0.0606060606060606,0.0588235294117647
iIT341,Helicobacter pylori 26695,"Amino Acid Metabolism",0.0454545454545455,0.0909090909090909
iIT341,Helicobacter pylori 26695,"Amino acid metabolism: Cysteine and Methionine metabolism",0.272727272727273,0.181818181818182
iIT341,Helicobacter pylori 26695,"Glyoxylate and dicarboxylate metabolism",0.227272727272727,0.181818181818182
iIT341,Helicobacter pylori 26695,"Lysine/ Threonine Biosynthesis",0.0909090909090909,0.0909090909090909
iIT341,Helicobacter pylori 26695,"Other",0.227272727272727,0.272727272727273
iIT341,Helicobacter pylori 26695,"Transport",0.136363636363636,0.181818181818182
iJB785,Synechococcus elongatus PCC 7942,"Amino acid metabolism: Alanine, Aspartate and Glutamate metabolism",0.1,0.166666666666667
iJB785,Synechococcus elongatus PCC 7942,"Glycogen and sucrose metabolism",0.3,0.166666666666667
iJB785,Synechococcus elongatus PCC 7942,"Glycolysis and Gluconeogenesis",0.2,0.166666666666667
iJB785,Synechococcus elongatus PCC 7942,"Inorganic Ion Transport and Metabolism",0.1,0.166666666666667
iJB785,Synechococcus elongatus PCC 7942,"Photorespiration/Glyoxylate Degredation",0.2,0.166666666666667
iJB785,Synechococcus elongatus PCC 7942,"Photosynthesis/respiration",0.1,0.166666666666667
iJN1463,Pseudomonas putida KT2440,"Arginine and Proline Metabolism",0.0115606936416185,0.00117508813160987
iJN1463,Pseudomonas putida KT2440,"Purine and Pyrimidine Biosynthesis",0.0173410404624277,0.0105757931844888
iJN1463,Pseudomonas putida KT2440,"S_Alanine_and_Aspartate_Metabolism",0.023121387283237,0.0117508813160987
iJN1463,Pseudomonas putida KT2440,"S_Alternate_Carbon",0.0115606936416185,0.0235017626321974
iJN1463,Pseudomonas putida KT2440,"S_Alternate_Carbon__Propanoate_Metabolism",0.00578034682080925,0.00470035252643948
iJN1463,Pseudomonas putida KT2440,"S_Alternate_Carbon__Ribose_Metabolism",0.023121387283237,0.00352526439482961
iJN1463,Pseudomonas putida KT2440,"S_Butanoate_Metabolism",0.0115606936416185,0.00352526439482961
iJN1463,Pseudomonas putida KT2440,"S_Cofactor_and_Prosthetic_Group_Biosynthesis__One_Carbon_pool_by_folate",0.0115606936416185,0.00117508813160987
iJN1463,Pseudomonas putida KT2440,"S_Cysteine_Metabolism",0.0115606936416185,0.00117508813160987
iJN1463,Pseudomonas putida KT2440,"S_Fatty_Acid_Metabolism",0.254335260115607,0.200940070505288
iJN1463,Pseudomonas putida KT2440,"S_Gluconeogenesis",0.0115606936416185,0.0446533490011751
iJN1463,Pseudomonas putida KT2440,"S_Glutamate_Metabolism",0.0289017341040462,0.162162162162162
iJN1463,Pseudomonas putida KT2440,"S_Glyoxylate_and_dicarboxylate_metabolism",0.0173410404624277,0.0211515863689777
iJN1463,Pseudomonas putida KT2440,"S_Histidine_Metabolism",0.0115606936416185,0.00117508813160987
iJN1463,Pseudomonas putida KT2440,"S_Inorganic_polyphosphates_metabolism",0.0173410404624277,0.00940070505287897
iJN1463,Pseudomonas putida KT2440,"S_Iron_uptake_and_metabolism",0.0404624277456647,0.123384253819036
iJN1463,Pseudomonas putida KT2440,"S_Lysine_Metabolism",0.0115606936416185,0.00235017626321974
iJN1463,Pseudomonas putida KT2440,"S_Oxidative_Phosphorylation",0.00578034682080925,0.00940070505287897
iJN1463,Pseudomonas putida KT2440,"S_PHAs_Metabolism",0.248554913294798,0.199764982373678
iJN1463,Pseudomonas putida KT2440,"S_Phenylalanine_Tyrosine_Tryptophan_Biosynthesis",0.023121387283237,0.00235017626321974
iJN1463,Pseudomonas putida KT2440,"S_Starch_and_Sucrose_Metabolism",0.0346820809248555,0.00352526439482961
iJN1463,Pseudomonas putida KT2440,"S_TCA_Cycle",0.046242774566474,0.0164512338425382
iJN1463,Pseudomonas putida KT2440,"S_Valine__Leucine__and_Isoleucine_Metabolism",0.0346820809248555,0.126909518213866
iJN1463,Pseudomonas putida KT2440,"Transport Outer Membrane Porin",0.069364161849711,0.0129259694477086
iJN1463,Pseudomonas putida KT2440,"Unassigned",0.0173410404624277,0.00235017626321974
iJN678,Synechocystis sp. PCC 6803,"Amino acid metabolism: Valine, Leucine and Isoleucine biosynthesis",0.5,0.333333333333333
iJN678,Synechocystis sp. PCC 6803,"Arginine and Proline Metabolism",0.25,0.333333333333333
iJN678,Synechocystis sp. PCC 6803,"Nitrogen Metabolism",0.25,0.333333333333333
iJO1366,Escherichia coli str. K-12 substr. MG1655,"Alanine, Aspartate, and Glutamate Metabolism",0.0131578947368421,0.0253164556962025
iJO1366,Escherichia coli str. K-12 substr. MG1655,"Alternate Carbon Metabolism",0.131578947368421,0.0759493670886076
iJO1366,Escherichia coli str. K-12 substr. MG1655,"Amino acid metabolism: Valine, Leucine and Isoleucine biosynthesis",0.0263157894736842,0.0253164556962025
iJO1366,Escherichia coli str. K-12 substr. MG1655,"Citrate cycle (TCA cycle)",0.0131578947368421,0.0126582278481013
iJO1366,Escherichia coli str. K-12 substr. MG1655,"Cofactor and Prosthetic Group Biosynthesis",0.0263157894736842,0.0126582278481013
iJO1366,Escherichia coli str. K-12 substr. MG1655,"Folate Biosynthesis",0.0263157894736842,0.0126582278481013
iJO1366,Escherichia coli str. K-12 substr. MG1655,"Glycolysis and Gluconeogenesis",0.0789473684210526,0.0379746835443038
iJO1366,Escherichia coli str. K-12 substr. MG1655,"Histidine Biosynthesis",0.0131578947368421,0.0379746835443038
iJO1366,Escherichia coli str. K-12 substr. MG1655,"Inorganic Ion Transport and Metabolism",0.0394736842105263,0.20253164556962
iJO1366,Escherichia coli str. K-12 substr. MG1655,"Nucleotide Salvage Pathway",0.0394736842105263,0.0759493670886076
iJO1366,Escherichia coli str. K-12 substr. MG1655,"Oxidative Phosphorylation",0.0131578947368421,0.0632911392405063
iJO1366,Escherichia coli str. K-12 substr. MG1655,"Pyruvate Metabolism",0.0394736842105263,0.0379746835443038
iJO1366,Escherichia coli str. K-12 substr. MG1655,"Transport Outer Membrane Porin",0.513157894736842,0.354430379746835
iJO1366,Escherichia coli str. K-12 substr. MG1655,"Transport, ABC system",0.0131578947368421,0.0126582278481013
iJO1366,Escherichia coli str. K-12 substr. MG1655,"Transport, Outer Membrane",0.0131578947368421,0.0126582278481013
iJR904,Escherichia coli str. K-12 substr. MG1655,"Alanine, Aspartate, and Glutamate Metabolism",0.1,0.0833333333333333
iJR904,Escherichia coli str. K-12 substr. MG1655,"Alternate Carbon Metabolism",0.175,0.166666666666667
iJR904,Escherichia coli str. K-12 substr. MG1655,"Amino acid metabolism: Valine, Leucine and Isoleucine biosynthesis",0.025,0.0416666666666667
iJR904,Escherichia coli str. K-12 substr. MG1655,"Cell Wall/Membrane/Envelope Metabolism",0.025,0.0416666666666667
iJR904,Escherichia coli str. K-12 substr. MG1655,"Citrate cycle (TCA cycle)",0.025,0.0416666666666667
iJR904,Escherichia coli str. K-12 substr. MG1655,"Nucleotide Salvage Pathway",0.075,0.0833333333333333
iJR904,Escherichia coli str. K-12 substr. MG1655,"Putative Transporters",0.05,0.0833333333333333
iJR904,Escherichia coli str. K-12 substr. MG1655,"Transport, Extracellular",0.525,0.458333333333333
iLF82_1304,Escherichia coli LF82,"Alanine, Aspartate, and Glutamate Metabolism",0.0166666666666667,0.0256410256410256
iLF82_1304,Escherichia coli LF82,"Alternate Carbon Metabolism",0.0916666666666667,0.0641025641025641
iLF82_1304,Escherichia coli LF82,"Amino acid metabolism: Valine, Leucine and Isoleucine biosynthesis",0.0166666666666667,0.0256410256410256
iLF82_1304,Escherichia coli LF82,"Citrate cycle (TCA cycle)",0.00833333333333333,0.00641025641025641
iLF82_1304,Escherichia coli LF82,"Cofactor and Prosthetic Group Biosynthesis",0.0166666666666667,0.00641025641025641
iLF82_1304,Escherichia coli LF82,"Exchange",0.00833333333333333,0.0128205128205128
iLF82_1304,Escherichia coli LF82,"Folate Biosynthesis",0.0166666666666667,0.00641025641025641
iLF82_1304,Escherichia coli LF82,"Glycolysis and Gluconeogenesis",0.05,0.0192307692307692
iLF82_1304,Escherichia coli LF82,"Histidine Biosynthesis",0.00833333333333333,0.0192307692307692
iLF82_1304,Escherichia coli LF82,"Inorganic Ion Transport and Metabolism",0.025,0.128205128205128
iLF82_1304,Escherichia coli LF82,"Membrane Lipid Metabolism",0.183333333333333,0.0705128205128205
iLF82_1304,Escherichia coli LF82,"Nucleotide Salvage Pathway",0.0333333333333333,0.0512820512820513
iLF82_1304,Escherichia coli LF82,"Oxidative Phosphorylation",0.00833333333333333,0.032051282051282
iLF82_1304,Escherichia coli LF82,"Purine and Pyrimidine Biosynthesis",0.025,0.0192307692307692
iLF82_1304,Escherichia coli LF82,"Pyruvate Metabolism",0.025,0.0192307692307692
iLF82_1304,Escherichia coli LF82,"Transport",0.0333333333333333,0.0961538461538462
iLF82_1304,Escherichia coli LF82,"Transport Inner Membrane",0.00833333333333333,0.0256410256410256
iLF82_1304,Escherichia coli LF82,"Transport Outer Membrane Porin",0.383333333333333,0.307692307692308
iLF82_1304,Escherichia coli LF82,"Transport, ABC system",0.0333333333333333,0.0576923076923077
iLF82_1304,Escherichia coli LF82,"Transport, Outer Membrane",0.00833333333333333,0.00641025641025641
iLJ478,Thermotoga maritima MSB8,"Alanine, Aspartate, and Glutamate Metabolism",0.0606060606060606,0.14
iLJ478,Thermotoga maritima MSB8,"Alternate Carbon Metabolism",0.0909090909090909,0.02
iLJ478,Thermotoga maritima MSB8,"Amino acid metabolism: Cysteine and Methionine metabolism",0.181818181818182,0.04
iLJ478,Thermotoga maritima MSB8,"Amino acid metabolism: Glycine, Serine and Threonine metabolism",0.0606060606060606,0.06
iLJ478,Thermotoga maritima MSB8,"Amino acid metabolism: Phenylalanine, Tyrosine, Tryptophan biosynthesis",0.0909090909090909,0.02
iLJ478,Thermotoga maritima MSB8,"Carbohydrate Metabolism",0.0606060606060606,0.02
iLJ478,Thermotoga maritima MSB8,"Citrate cycle (TCA cycle)",0.0606060606060606,0.1
iLJ478,Thermotoga maritima MSB8,"Glutamate and glutamin metabolism",0.0303030303030303,0.12
iLJ478,Thermotoga maritima MSB8,"Glycolysis and Gluconeogenesis",0.121212121212121,0.08
iLJ478,Thermotoga maritima MSB8,"Other",0.0606060606060606,0.14
iLJ478,Thermotoga maritima MSB8,"Pyruvate Met",0.0606060606060606,0.02
iLJ478,Thermotoga maritima MSB8,"Serine Metabolism",0.0303030303030303,0.06
iLJ478,Thermotoga maritima MSB8,"Threonine Metabolism",0.0909090909090909,0.02
iML1515,Escherichia coli str. K-12 substr. MG1655,"Alanine, Aspartate, and Glutamate Metabolism",0.0163934426229508,0.0377358490566038
iML1515,Escherichia coli str. K-12 substr. MG1655,"Alternate Carbon Metabolism",0.163934426229508,0.0943396226415094
iML1515,Escherichia coli str. K-12 substr. MG1655,"Amino acid metabolism: Valine, Leucine and Isoleucine biosynthesis",0.0327868852459016,0.0377358490566038
iML1515,Escherichia coli str. K-12 substr. MG1655,"Citrate cycle (TCA cycle)",0.0163934426229508,0.0188679245283019
iML1515,Escherichia coli str. K-12 substr. MG1655,"Cofactor and Prosthetic Group Biosynthesis",0.0327868852459016,0.0188679245283019
iML1515,Escherichia coli str. K-12 substr. MG1655,"Folate Biosynthesis",0.0327868852459016,0.0188679245283019
iML1515,Escherichia coli str. K-12 substr. MG1655,"Glycolysis and Gluconeogenesis",0.0327868852459016,0.0188679245283019
iML1515,Escherichia coli str. K-12 substr. MG1655,"Histidine Biosynthesis",0.0163934426229508,0.0377358490566038
iML1515,Escherichia coli str. K-12 substr. MG1655,"Inorganic Ion Transport and Metabolism",0.0655737704918033,0.169811320754717
iML1515,Escherichia coli str. K-12 substr. MG1655,"Membrane Lipid Metabolism",0.0327868852459016,0.0188679245283019
iML1515,Escherichia coli str. K-12 substr. MG1655,"Nucleotide Salvage Pathway",0.0491803278688525,0.0754716981132075
iML1515,Escherichia coli str. K-12 substr. MG1655,"Transport Outer Membrane Porin",0.475409836065574,0.415094339622642
iML1515,Escherichia coli str. K-12 substr. MG1655,"Transport, ABC system",0.0163934426229508,0.0188679245283019
iML1515,Escherichia coli str. K-12 substr. MG1655,"Transport, Outer Membrane",0.0163934426229508,0.0188679245283019
iMM904,Saccharomyces cerevisiae S288C,"Arginine and Proline Metabolism",0.0319148936170213,0.0112359550561798
iMM904,Saccharomyces cerevisiae S288C,"S_Alanine_and_Aspartate_Metabolism",0.0212765957446809,0.0112359550561798
iMM904,Saccharomyces cerevisiae S288C,"S_Citric_Acid_Cycle",0.0319148936170213,0.101123595505618
iMM904,Saccharomyces cerevisiae S288C,"S_Galactose_metabolism",0.0319148936170213,0.0224719101123595
iMM904,Saccharomyces cerevisiae S288C,"S_Glycine_and_Serine_Metabolism",0.0106382978723404,0.0112359550561798
iMM904,Saccharomyces cerevisiae S288C,"S_GlycolysisGluconeogenesis",0.0425531914893617,0.0337078651685393
iMM904,Saccharomyces cerevisiae S288C,"S_Methionine_Metabolism",0.0319148936170213,0.0112359550561798
iMM904,Saccharomyces cerevisiae S288C,"S_Nucleotide_Salvage_Pathway",0.117021276595745,0.101123595505618
iMM904,Saccharomyces cerevisiae S288C,"S_Other",0.0212765957446809,0.0224719101123595
iMM904,Saccharomyces cerevisiae S288C,"S_Oxidative_Phosphorylation",0.074468085106383,0.157303370786517
iMM904,Saccharomyces cerevisiae S288C,"S_Purine_and_Pyrimidine_Biosynthesis",0.0319148936170213,0.0337078651685393
iMM904,Saccharomyces cerevisiae S288C,"S_Pyruvate_Metabolism",0.0425531914893617,0.101123595505618
iMM904,Saccharomyces cerevisiae S288C,"S_Sphingolipid_Metabolism",0.0851063829787234,0.0449438202247191
iMM904,Saccharomyces cerevisiae S288C,"S_Transport__Mitochondrial",0.191489361702128,0.179775280898876
iMM904,Saccharomyces cerevisiae S288C,"S_Transport__Nuclear",0.0531914893617021,0.0224719101123595
iMM904,Saccharomyces cerevisiae S288C,"S_Valine__Leucine__and_Isoleucine_Metabolism",0.0212765957446809,0.0112359550561798
iMM904,Saccharomyces cerevisiae S288C,"Transport, Outer Membrane",0.159574468085106,0.123595505617978
iND750,Saccharomyces cerevisiae S288C,"Alanine, Aspartate, and Glutamate Metabolism",0.0625,0.0487804878048781
iND750,Saccharomyces cerevisiae S288C,"Amino acid metabolism: Cysteine and Methionine metabolism",0.046875,0.0121951219512195
iND750,Saccharomyces cerevisiae S288C,"Amino acid metabolism: Glycine, Serine and Threonine metabolism",0.046875,0.0975609756097561
iND750,Saccharomyces cerevisiae S288C,"Amino acid metabolism: Phenylalanine, Tyrosine, Tryptophan biosynthesis",0.046875,0.0487804878048781
iND750,Saccharomyces cerevisiae S288C,"Arginine and Proline Metabolism",0.046875,0.0121951219512195
iND750,Saccharomyces cerevisiae S288C,"Citrate cycle (TCA cycle)",0.046875,0.121951219512195
iND750,Saccharomyces cerevisiae S288C,"Galactose metabolism",0.046875,0.024390243902439
iND750,Saccharomyces cerevisiae S288C,"Glycolysis and Gluconeogenesis",0.015625,0.0121951219512195
iND750,Saccharomyces cerevisiae S288C,"Nucleotide Salvage Pathway",0.171875,0.109756097560976
iND750,Saccharomyces cerevisiae S288C,"Oxidative Phosphorylation",0.078125,0.195121951219512
iND750,Saccharomyces cerevisiae S288C,"Purine and Pyrimidine Biosynthesis",0.046875,0.0365853658536585
iND750,Saccharomyces cerevisiae S288C,"Transport, Extracellular",0.046875,0.024390243902439
iND750,Saccharomyces cerevisiae S288C,"Transport, Mitochondrial",0.296875,0.25609756097561
iNF517,Lactococcus lactis subsp. cremoris MG1363,"Amino Acid Metabolism",0.121951219512195,0.364485981308411
iNF517,Lactococcus lactis subsp. cremoris MG1363,"Arginine and Proline Metabolism",0.024390243902439,0.00103842159916926
iNF517,Lactococcus lactis subsp. cremoris MG1363,"Exchange",0.609756097560976,0.482866043613707
iNF517,Lactococcus lactis subsp. cremoris MG1363,"Nucleotide Salvage Pathway",0.024390243902439,0.00207684319833853
iNF517,Lactococcus lactis subsp. cremoris MG1363,"Transport",0.146341463414634,0.00311526479750779
iNF517,Lactococcus lactis subsp. cremoris MG1363,"Valine leucine and isoleucine metabolism",0.024390243902439,0.145379023883697
iNF517,Lactococcus lactis subsp. cremoris MG1363,"dATP Biosynthesis",0.0487804878048781,0.00103842159916926
iNJ661,Mycobacterium tuberculosis H37Rv,"Alanine, Aspartate, and Glutamate Metabolism",0.0188679245283019,0.00719424460431655
iNJ661,Mycobacterium tuberculosis H37Rv,"Amino acid metabolism: Cysteine and Methionine metabolism",0.0566037735849057,0.00719424460431655
iNJ661,Mycobacterium tuberculosis H37Rv,"Amino sugar and nucleotide sugar metabolism",0.0566037735849057,0.100719424460432
iNJ661,Mycobacterium tuberculosis H37Rv,"Citrate cycle (TCA cycle)",0.150943396226415,0.079136690647482
iNJ661,Mycobacterium tuberculosis H37Rv,"Cofactor Metabolism",0.0377358490566038,0.0935251798561151
iNJ661,Mycobacterium tuberculosis H37Rv,"Fatty Acid  Biosynthesis",0.0188679245283019,0.00719424460431655
iNJ661,Mycobacterium tuberculosis H37Rv,"Folate Biosynthesis",0.0188679245283019,0.079136690647482
